timestamp,elapsedTime
2020-03-11 11:58:56," 1794
"
2020-03-11 11:58:58," 1216
"
2020-03-11 11:59:01," 961
"
2020-03-11 11:59:03," 918
"
2020-03-11 11:59:05," 870
"
2020-03-11 11:59:08," 1176
"
2020-03-11 11:59:10," 902
"
2020-03-11 11:59:12," 1049
"
2020-03-11 11:59:14," 873
"
2020-03-11 11:59:16," 849
"
