timestamp,elapsedTime
2020-03-12 11:38:32,0
2020-03-12 11:38:41,0
2020-03-12 11:38:50,0
2020-03-12 11:38:59,0
2020-03-12 11:39:08,0
2020-03-12 11:39:17,0
2020-03-12 11:39:26,0
2020-03-12 11:39:35,0
2020-03-12 11:39:44,0
2020-03-12 11:39:53,0
