timestamp,cpuStatus
2020-03-12 18:06:29,  37
2020-03-12 18:06:32,  37
2020-03-12 18:06:35,  37
2020-03-12 18:06:38,  37
2020-03-12 18:06:41,  37
2020-03-12 18:06:44,  37
2020-03-12 18:06:47,  37
2020-03-12 18:06:51,  37
2020-03-12 18:06:54,  37
2020-03-12 18:06:57,  37
